Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days,Temperature (F),Humidity
10,9/9/2023,20.1,69,648,6.7,38,68.18,0.69
10,9/10/2023,31.1,68,538,6.7,39,87.98,0.68
10,9/11/2023,31.2,71,586,6.1,40,88.16,0.71
10,9/12/2023,31.2,58,794,6.6,41,88.16,0.58
10,9/13/2023,30.4,69,674,6.3,42,86.72,0.69
10,9/14/2023,29.1,63,782,6.5,43,84.38,0.63
10,9/15/2023,30.6,78,578,6.3,44,87.08,0.78
10,9/16/2023,31.5,67,638,6.2,45,88.7,0.67
11,8/3/2023,33.4,57,695,6.1,1,92.12,0.57
11,8/4/2023,33.5,63,706,6.6,2,92.3,0.63
11,8/5/2023,33.4,63,716,6.6,3,92.12,0.63
11,8/6/2023,33.4,50,734,6.4,4,92.12,0.5
11,8/7/2023,33.4,55,431,6.2,5,92.12,0.55
11,8/8/2023,32.3,54,730,6.7,6,90.14,0.54
11,8/9/2023,32.3,69,529,6.3,7,90.14,0.69
11,8/10/2023,22.7,56,489,6.4,8,72.86,0.56
11,8/11/2023,31.9,58,514,6.2,9,89.42,0.58
11,8/12/2023,30.2,51,752,6.2,10,86.36,0.51
11,8/13/2023,30.1,74,557,6.2,11,86.18,0.74
11,8/14/2023,30.1,50,620,6.1,12,86.18,0.5
11,8/15/2023,30.1,64,511,6.5,13,86.18,0.64
11,8/16/2023,29.8,74,462,6.6,14,85.64,0.74
11,8/17/2023,29.6,75,760,6.4,15,85.28,0.75
11,8/18/2023,30.9,80,704,6.6,16,87.62,0.8
11,8/19/2023,30.8,76,466,6.1,17,87.44,0.76
11,8/20/2023,30.9,61,565,6.4,18,87.62,0.61
11,8/21/2023,30.2,75,602,6.2,19,86.36,0.75
11,8/22/2023,30.5,71,602,6.7,20,86.9,0.71
11,8/23/2023,30.8,53,537,6.7,21,87.44,0.53
11,8/24/2023,31.3,76,620,6.6,22,88.34,0.76
11,8/25/2023,31.4,75,539,6.5,23,88.52,0.75
11,8/26/2023,31.4,79,509,6.3,24,88.52,0.79
11,8/27/2023,30.1,76,489,6.3,25,86.18,0.76
11,8/28/2023,29.4,52,589,6.1,26,84.92,0.52
11,8/29/2023,28.7,72,695,6.5,27,83.66,0.72
11,8/30/2023,29.1,69,421,6.1,28,84.38,0.69
11,8/31/2023,29.2,62,402,6.7,29,84.56,0.62
11,9/1/2023,31.7,55,765,6.5,30,89.06,0.55
11,9/2/2023,31.7,67,473,6.7,31,89.06,0.67
11,9/3/2023,31.7,54,749,6.3,32,89.06,0.54
11,9/4/2023,31.7,76,452,6.3,33,89.06,0.76
11,9/5/2023,32,63,539,6.6,34,89.6,0.63
11,9/6/2023,32.1,56,519,6.7,35,89.78,0.56
11,9/7/2023,31.5,80,424,6.6,36,88.7,0.8
11,9/8/2023,29.8,57,476,6.3,37,85.64,0.57
11,9/9/2023,20.1,50,662,6,38,68.18,0.5
11,9/10/2023,31.1,67,552,6.5,39,87.98,0.67
11,9/11/2023,31.2,52,671,6.4,40,88.16,0.52
11,9/12/2023,31.2,66,402,6.6,41,88.16,0.66
11,9/13/2023,30.4,60,690,6.3,42,86.72,0.6
11,9/14/2023,29.1,55,660,6.3,43,84.38,0.55
11,9/15/2023,30.6,63,692,6.1,44,87.08,0.63
11,9/16/2023,31.5,79,508,6.5,45,88.7,0.79
11,9/17/2023,32.1,62,589,6.4,46,89.78,0.62
11,9/18/2023,31.2,75,519,6.3,47,88.16,0.75
12,8/3/2023,33.4,77,611,6.2,1,92.12,0.77
12,8/4/2023,33.5,58,442,6.7,2,92.3,0.58
12,8/5/2023,33.4,75,756,6.6,3,92.12,0.75
12,8/6/2023,33.4,60,732,6.1,4,92.12,0.6
12,8/7/2023,33.4,71,640,6.3,5,92.12,0.71
12,8/8/2023,32.3,71,515,6.6,6,90.14,0.71
12,8/9/2023,32.3,60,435,6.4,7,90.14,0.6
12,8/10/2023,22.7,58,517,6.2,8,72.86,0.58
12,8/11/2023,31.9,55,602,6.2,9,89.42,0.55
12,8/12/2023,30.2,51,711,6,10,86.36,0.51
12,8/13/2023,30.1,59,712,6.1,11,86.18,0.59
12,8/14/2023,30.1,64,529,6.8,12,86.18,0.64
12,8/15/2023,30.1,53,791,6.8,13,86.18,0.53
12,8/16/2023,29.8,78,710,6.6,14,85.64,0.78
12,8/17/2023,29.6,70,497,6.3,15,85.28,0.7
12,8/18/2023,30.9,59,585,6.6,16,87.62,0.59
12,8/19/2023,30.8,62,742,6.7,17,87.44,0.62
12,8/20/2023,30.9,70,628,6.7,18,87.62,0.7
12,8/21/2023,30.2,58,595,6.5,19,86.36,0.58
12,8/22/2023,30.5,54,463,6.1,20,86.9,0.54
12,8/23/2023,30.8,72,450,6.7,21,87.44,0.72
12,8/24/2023,31.3,71,485,6,22,88.34,0.71
12,8/25/2023,31.4,73,501,6.2,23,88.52,0.73
12,8/26/2023,31.4,72,483,6.6,24,88.52,0.72
12,8/27/2023,30.1,73,598,6.5,25,86.18,0.73
12,8/28/2023,29.4,63,682,6.5,26,84.92,0.63
12,8/29/2023,28.7,66,577,6.1,27,83.66,0.66
12,8/30/2023,29.1,72,497,6.6,28,84.38,0.72
12,8/31/2023,29.2,78,756,6.1,29,84.56,0.78
12,9/1/2023,31.7,75,467,6.4,30,89.06,0.75
12,9/2/2023,31.7,60,450,6.1,31,89.06,0.6
12,9/3/2023,31.7,74,591,6.2,32,89.06,0.74
12,9/4/2023,31.7,73,693,6.5,33,89.06,0.73
12,9/5/2023,32,75,467,6.7,34,89.6,0.75
12,9/6/2023,32.1,55,537,6,35,89.78,0.55
12,9/7/2023,31.5,69,630,6.4,36,88.7,0.69
12,9/8/2023,29.8,58,612,6.8,37,85.64,0.58
12,9/9/2023,20.1,58,752,6.2,38,68.18,0.58
12,9/10/2023,31.1,73,435,6.3,39,87.98,0.73
12,9/11/2023,31.2,60,616,6.5,40,88.16,0.6
12,9/12/2023,31.2,64,438,6,41,88.16,0.64
12,9/13/2023,30.4,56,507,6.4,42,86.72,0.56
12,9/14/2023,29.1,51,423,6.5,43,84.38,0.51
12,9/15/2023,30.6,71,538,6.4,44,87.08,0.71
12,9/16/2023,31.5,72,735,6,45,88.7,0.72
13,8/3/2023,33.4,59,544,6.8,1,92.12,0.59
13,8/4/2023,33.5,52,452,6.2,2,92.3,0.52
13,8/5/2023,33.4,71,789,6.2,3,92.12,0.71
13,8/6/2023,33.4,63,583,6.5,4,92.12,0.63
13,8/7/2023,33.4,77,657,6.5,5,92.12,0.77
13,8/8/2023,32.3,67,435,6.3,6,90.14,0.67
13,8/9/2023,32.3,72,459,6.1,7,90.14,0.72
13,8/10/2023,22.7,54,663,6.6,8,72.86,0.54
13,8/11/2023,31.9,73,415,6.3,9,89.42,0.73
13,8/12/2023,30.2,73,546,6.8,10,86.36,0.73
13,8/13/2023,30.1,77,696,6.1,11,86.18,0.77
13,8/14/2023,30.1,56,656,6.6,12,86.18,0.56
13,8/15/2023,30.1,73,476,6.3,13,86.18,0.73
13,8/16/2023,29.8,75,739,6.7,14,85.64,0.75
13,8/17/2023,29.6,71,772,6.3,15,85.28,0.71
13,8/18/2023,30.9,51,692,6.7,16,87.62,0.51
13,8/19/2023,30.8,52,565,6.3,17,87.44,0.52
13,8/20/2023,30.9,65,463,6.4,18,87.62,0.65
13,8/21/2023,30.2,63,458,6.2,19,86.36,0.63
13,8/22/2023,30.5,66,693,6.2,20,86.9,0.66
13,8/23/2023,30.8,68,667,6.5,21,87.44,0.68
13,8/24/2023,31.3,55,490,6.8,22,88.34,0.55
13,8/25/2023,31.4,52,486,6.7,23,88.52,0.52
13,8/26/2023,31.4,73,626,6.5,24,88.52,0.73
13,8/27/2023,30.1,53,740,6.7,25,86.18,0.53
13,8/28/2023,29.4,60,539,6.1,26,84.92,0.6
13,8/29/2023,28.7,57,475,6.5,27,83.66,0.57
13,8/30/2023,29.1,75,719,6.4,28,84.38,0.75
13,8/31/2023,29.2,59,492,6.7,29,84.56,0.59
13,9/1/2023,31.7,77,425,6.8,30,89.06,0.77
13,9/2/2023,31.7,77,626,6.2,31,89.06,0.77
13,9/3/2023,31.7,56,509,6.5,32,89.06,0.56
13,9/4/2023,31.7,69,518,6,33,89.06,0.69
13,9/5/2023,32,71,744,6.2,34,89.6,0.71
13,9/6/2023,32.1,64,416,6.6,35,89.78,0.64
13,9/7/2023,31.5,52,724,6.8,36,88.7,0.52
13,9/8/2023,29.8,62,423,6.8,37,85.64,0.62
13,9/9/2023,20.1,78,419,6.4,38,68.18,0.78
13,9/10/2023,31.1,50,653,6.6,39,87.98,0.5
13,9/11/2023,31.2,71,589,6.7,40,88.16,0.71
13,9/12/2023,31.2,51,724,6.3,41,88.16,0.51
13,9/13/2023,30.4,65,415,6.1,42,86.72,0.65
13,9/14/2023,29.1,66,609,6.2,43,84.38,0.66
13,9/15/2023,30.6,57,475,6.1,44,87.08,0.57
13,9/16/2023,31.5,69,732,6.5,45,88.7,0.69
14,8/3/2023,33.4,56,535,6.2,1,92.12,0.56
14,8/4/2023,33.5,76,664,6,2,92.3,0.76
14,8/5/2023,33.4,59,498,6.3,3,92.12,0.59
14,8/6/2023,33.4,63,511,6.6,4,92.12,0.63
14,8/7/2023,33.4,53,589,6.3,5,92.12,0.53
14,8/8/2023,32.3,51,574,6.7,6,90.14,0.51
14,8/9/2023,32.3,61,522,6.3,7,90.14,0.61
14,8/10/2023,22.7,68,714,6.6,8,72.86,0.68
14,8/11/2023,31.9,76,630,6.7,9,89.42,0.76
14,8/12/2023,30.2,78,514,6.7,10,86.36,0.78
14,8/13/2023,30.1,75,602,6,11,86.18,0.75
14,8/14/2023,30.1,75,769,6.5,12,86.18,0.75
14,8/15/2023,30.1,69,501,6.1,13,86.18,0.69
14,8/16/2023,29.8,52,798,6.6,14,85.64,0.52
14,8/17/2023,29.6,80,455,6.3,15,85.28,0.8
14,8/18/2023,30.9,57,719,6.1,16,87.62,0.57
14,8/19/2023,30.8,65,453,6.4,17,87.44,0.65
14,8/20/2023,30.9,63,652,6.6,18,87.62,0.63
14,8/21/2023,30.2,66,409,6.4,19,86.36,0.66
14,8/22/2023,30.5,56,651,6.5,20,86.9,0.56
14,8/23/2023,30.8,55,466,6,21,87.44,0.55
14,8/24/2023,31.3,66,498,6.2,22,88.34,0.66
14,8/25/2023,31.4,65,645,6.3,23,88.52,0.65
14,8/26/2023,31.4,58,637,6.2,24,88.52,0.58
14,8/27/2023,30.1,55,743,6.4,25,86.18,0.55
14,8/28/2023,29.4,65,573,6.2,26,84.92,0.65
14,8/29/2023,28.7,66,522,6.5,27,83.66,0.66
14,8/30/2023,29.1,77,413,6.4,28,84.38,0.77
14,8/31/2023,29.2,73,505,6,29,84.56,0.73
14,9/1/2023,31.7,54,448,6.5,30,89.06,0.54
14,9/2/2023,31.7,51,472,6.4,31,89.06,0.51
14,9/3/2023,31.7,63,710,6.3,32,89.06,0.63
14,9/4/2023,31.7,67,698,6.4,33,89.06,0.67
14,9/5/2023,32,75,683,6.7,34,89.6,0.75
14,9/6/2023,32.1,66,434,6.3,35,89.78,0.66
14,9/7/2023,31.5,57,642,6.4,36,88.7,0.57
14,9/8/2023,29.8,56,550,6.4,37,85.64,0.56
14,9/9/2023,20.1,64,590,6.4,38,68.18,0.64
14,9/10/2023,31.1,69,536,6,39,87.98,0.69
14,9/11/2023,31.2,73,465,6.4,40,88.16,0.73
14,9/12/2023,31.2,53,795,6.4,41,88.16,0.53
14,9/13/2023,30.4,76,449,6.3,42,86.72,0.76
14,9/14/2023,29.1,61,764,6.4,43,84.38,0.61
14,9/15/2023,30.6,57,645,6.1,44,87.08,0.57
14,9/16/2023,31.5,75,663,6.5,45,88.7,0.75
15,8/3/2023,33.4,61,555,6.1,1,92.12,0.61
15,8/4/2023,33.5,57,584,6.3,2,92.3,0.57
15,8/5/2023,33.4,56,590,6.7,3,92.12,0.56
15,8/6/2023,33.4,63,782,6.7,4,92.12,0.63
15,8/7/2023,33.4,73,767,6.4,5,92.12,0.73
15,8/8/2023,32.3,61,459,6,6,90.14,0.61
15,8/9/2023,32.3,71,741,6.2,7,90.14,0.71
15,8/10/2023,22.7,58,724,6.5,8,72.86,0.58
15,8/11/2023,31.9,79,779,6.5,9,89.42,0.79
15,8/12/2023,30.2,54,743,6.1,10,86.36,0.54
15,8/13/2023,30.1,77,509,6,11,86.18,0.77
15,8/14/2023,30.1,55,770,6.1,12,86.18,0.55
15,8/15/2023,30.1,57,490,6.5,13,86.18,0.57
15,8/16/2023,29.8,58,409,6.3,14,85.64,0.58
15,8/17/2023,29.6,59,734,6.5,15,85.28,0.59
15,8/18/2023,30.9,58,587,6.5,16,87.62,0.58
15,8/19/2023,30.8,80,501,6.5,17,87.44,0.8
15,8/20/2023,30.9,53,513,6.5,18,87.62,0.53
15,8/21/2023,30.2,69,493,6,19,86.36,0.69
15,8/22/2023,30.5,80,578,6.3,20,86.9,0.8
15,8/23/2023,30.8,74,609,6.4,21,87.44,0.74
15,8/24/2023,31.3,60,590,6.2,22,88.34,0.6
15,8/25/2023,31.4,55,539,6.8,23,88.52,0.55
15,8/26/2023,31.4,63,759,6.1,24,88.52,0.63
15,8/27/2023,30.1,52,663,6.6,25,86.18,0.52
15,8/28/2023,29.4,53,587,6.6,26,84.92,0.53
15,8/29/2023,28.7,54,474,6.5,27,83.66,0.54
15,8/30/2023,29.1,75,543,6.1,28,84.38,0.75
15,8/31/2023,29.2,78,518,6.6,29,84.56,0.78
15,9/1/2023,31.7,51,725,6.2,30,89.06,0.51
15,9/2/2023,31.7,73,559,6.6,31,89.06,0.73
15,9/3/2023,31.7,65,619,6.7,32,89.06,0.65
15,9/4/2023,31.7,72,415,6.8,33,89.06,0.72
15,9/5/2023,32,73,714,6.5,34,89.6,0.73
15,9/6/2023,32.1,75,427,6.3,35,89.78,0.75
15,9/7/2023,31.5,52,501,6,36,88.7,0.52
15,9/8/2023,29.8,73,584,6.6,37,85.64,0.73
15,9/9/2023,20.1,50,556,6,38,68.18,0.5
15,9/10/2023,31.1,53,604,6.8,39,87.98,0.53
15,9/11/2023,31.2,62,402,6.8,40,88.16,0.62
15,9/12/2023,31.2,61,403,6.6,41,88.16,0.61
15,9/13/2023,30.4,75,561,6.1,42,86.72,0.75
15,9/14/2023,29.1,68,420,6.6,43,84.38,0.68
15,9/15/2023,30.6,60,708,6,44,87.08,0.6
15,9/16/2023,31.5,57,783,6.7,45,88.7,0.57
16,8/3/2023,33.4,50,769,6.7,1,92.12,0.5
16,8/4/2023,33.5,64,794,6.1,2,92.3,0.64
16,8/5/2023,33.4,71,533,6.8,3,92.12,0.71
16,8/6/2023,33.4,56,588,6,4,92.12,0.56
16,8/7/2023,33.4,68,554,6.6,5,92.12,0.68
16,8/8/2023,32.3,70,482,6.1,6,90.14,0.7
16,8/9/2023,32.3,58,779,6.3,7,90.14,0.58
16,8/10/2023,22.7,80,503,6.1,8,72.86,0.8
16,8/11/2023,31.9,68,692,6.5,9,89.42,0.68
16,8/12/2023,30.2,68,454,6.4,10,86.36,0.68
16,8/13/2023,30.1,62,477,6.6,11,86.18,0.62
16,8/14/2023,30.1,67,737,6.4,12,86.18,0.67
16,8/15/2023,30.1,67,454,6.7,13,86.18,0.67
16,8/16/2023,29.8,71,654,6.2,14,85.64,0.71
16,8/17/2023,29.6,64,439,6.1,15,85.28,0.64
16,8/18/2023,30.9,58,794,6.5,16,87.62,0.58
16,8/19/2023,30.8,66,454,6.7,17,87.44,0.66
16,8/20/2023,30.9,69,402,6.5,18,87.62,0.69
16,8/21/2023,30.2,64,426,6.6,19,86.36,0.64
16,8/22/2023,30.5,80,515,6.8,20,86.9,0.8
16,8/23/2023,30.8,79,513,6.8,21,87.44,0.79
16,8/24/2023,31.3,54,738,6.8,22,88.34,0.54
16,8/25/2023,31.4,68,682,6.2,23,88.52,0.68
16,8/26/2023,31.4,67,462,6,24,88.52,0.67
16,8/27/2023,30.1,51,626,6.1,25,86.18,0.51
16,8/28/2023,29.4,50,502,6.8,26,84.92,0.5
16,8/29/2023,28.7,65,553,6.4,27,83.66,0.65
16,8/30/2023,29.1,70,755,6.5,28,84.38,0.7
16,8/31/2023,29.2,64,662,6.4,29,84.56,0.64
16,9/1/2023,31.7,50,771,6,30,89.06,0.5
16,9/2/2023,31.7,67,793,6.5,31,89.06,0.67
16,9/3/2023,31.7,62,657,6.4,32,89.06,0.62
16,9/4/2023,31.7,62,659,6.8,33,89.06,0.62
16,9/5/2023,32,53,522,6.1,34,89.6,0.53
16,9/6/2023,32.1,65,627,6.2,35,89.78,0.65
16,9/7/2023,31.5,55,423,6.4,36,88.7,0.55
16,9/8/2023,29.8,69,403,6.7,37,85.64,0.69
16,9/9/2023,20.1,76,409,6.6,38,68.18,0.76
16,9/10/2023,31.1,54,645,6.3,39,87.98,0.54
16,9/11/2023,31.2,65,572,6.5,40,88.16,0.65
16,9/12/2023,31.2,80,732,6.6,41,88.16,0.8
16,9/13/2023,30.4,68,701,6.7,42,86.72,0.68
16,9/14/2023,29.1,75,564,6.1,43,84.38,0.75
16,9/15/2023,30.6,52,703,6.5,44,87.08,0.52
16,9/16/2023,31.5,79,742,6.4,45,88.7,0.79
16,9/17/2023,30.9,65,651,6,46,87.62,0.65
17,8/3/2023,33.4,58,631,6.6,1,92.12,0.58
17,8/4/2023,33.5,66,627,6.2,2,92.3,0.66
17,8/5/2023,33.4,77,491,6.4,3,92.12,0.77
17,8/6/2023,33.4,62,647,6.1,4,92.12,0.62
17,8/7/2023,33.4,61,505,6.6,5,92.12,0.61
17,8/8/2023,32.3,55,617,6,6,90.14,0.55
17,8/9/2023,32.3,71,552,6.5,7,90.14,0.71
17,8/10/2023,22.7,67,744,6.3,8,72.86,0.67
17,8/11/2023,31.9,58,735,6.1,9,89.42,0.58
17,8/12/2023,30.2,58,462,6,10,86.36,0.58
17,8/13/2023,30.1,51,798,6.5,11,86.18,0.51
17,8/14/2023,30.1,55,737,6.6,12,86.18,0.55
17,8/15/2023,30.1,73,607,6.2,13,86.18,0.73
17,8/16/2023,29.8,58,543,6.2,14,85.64,0.58
17,8/17/2023,29.6,58,587,6.3,15,85.28,0.58
17,8/18/2023,30.9,79,672,6.7,16,87.62,0.79
17,8/19/2023,30.8,52,595,6.8,17,87.44,0.52
17,8/20/2023,30.9,80,716,6.7,18,87.62,0.8
17,8/21/2023,30.2,57,736,6.3,19,86.36,0.57
17,8/22/2023,30.5,58,542,6.6,20,86.9,0.58
17,8/23/2023,30.8,58,625,6.8,21,87.44,0.58
17,8/24/2023,31.3,65,765,6.5,22,88.34,0.65
17,8/25/2023,31.4,75,552,6.1,23,88.52,0.75
17,8/26/2023,31.4,70,416,6.6,24,88.52,0.7
17,8/27/2023,30.1,66,697,6.6,25,86.18,0.66
17,8/28/2023,29.4,73,762,6.5,26,84.92,0.73
17,8/29/2023,28.7,69,598,6.1,27,83.66,0.69
17,8/30/2023,29.1,80,632,6.5,28,84.38,0.8
17,8/31/2023,29.2,50,728,6.3,29,84.56,0.5
17,9/1/2023,31.7,73,657,6.3,30,89.06,0.73
17,9/2/2023,31.7,65,406,6.1,31,89.06,0.65
17,9/3/2023,31.7,53,461,6.3,32,89.06,0.53
17,9/4/2023,31.7,68,424,6.6,33,89.06,0.68
17,9/5/2023,32,58,743,6.1,34,89.6,0.58
17,9/6/2023,32.1,67,672,6.6,35,89.78,0.67
17,9/7/2023,31.5,73,400,6.8,36,88.7,0.73
17,9/8/2023,29.8,78,732,6.5,37,85.64,0.78
17,9/9/2023,20.1,62,472,6.1,38,68.18,0.62
17,9/10/2023,31.1,68,648,6,39,87.98,0.68
17,9/11/2023,31.2,72,786,6.3,40,88.16,0.72
17,9/12/2023,31.2,61,482,6.6,41,88.16,0.61
17,9/13/2023,30.4,60,716,6.3,42,86.72,0.6
17,9/14/2023,29.1,57,743,6.6,43,84.38,0.57
17,9/15/2023,30.6,75,575,6.3,44,87.08,0.75
17,9/16/2023,31.5,61,710,6.6,45,88.7,0.61
18,8/3/2023,33.4,78,623,6.2,1,92.12,0.78
18,8/4/2023,33.5,73,463,6.4,2,92.3,0.73
18,8/5/2023,33.4,61,440,6.3,3,92.12,0.61
18,8/6/2023,33.4,55,451,6.5,4,92.12,0.55
18,8/7/2023,33.4,51,798,6.6,5,92.12,0.51
18,8/8/2023,32.3,58,556,6.5,6,90.14,0.58
18,8/9/2023,32.3,67,794,6,7,90.14,0.67
18,8/10/2023,22.7,53,653,6,8,72.86,0.53
18,8/11/2023,31.9,76,407,6.7,9,89.42,0.76
18,8/12/2023,30.2,52,478,6.8,10,86.36,0.52
18,8/13/2023,30.1,54,528,6.5,11,86.18,0.54
18,8/14/2023,30.1,67,769,6.4,12,86.18,0.67
18,8/15/2023,30.1,52,723,6.1,13,86.18,0.52
18,8/16/2023,29.8,69,688,6,14,85.64,0.69
18,8/17/2023,29.6,62,479,6.1,15,85.28,0.62
18,8/18/2023,30.9,50,408,6,16,87.62,0.5
18,8/19/2023,30.8,80,489,6.2,17,87.44,0.8
18,8/20/2023,30.9,60,630,6.2,18,87.62,0.6
18,8/21/2023,30.2,57,540,6.4,19,86.36,0.57
18,8/22/2023,30.5,69,413,6.1,20,86.9,0.69
18,8/23/2023,30.8,74,505,6.3,21,87.44,0.74
18,8/24/2023,31.3,73,414,6.6,22,88.34,0.73
18,8/25/2023,31.4,64,448,6.4,23,88.52,0.64
18,8/26/2023,31.4,55,660,6.6,24,88.52,0.55
18,8/27/2023,30.1,69,757,6.8,25,86.18,0.69
18,8/28/2023,29.4,66,544,6.1,26,84.92,0.66
18,8/29/2023,28.7,59,699,6.8,27,83.66,0.59
18,8/30/2023,29.1,70,637,6.4,28,84.38,0.7
18,8/31/2023,29.2,73,772,6.6,29,84.56,0.73
18,9/1/2023,31.7,78,746,6.2,30,89.06,0.78
18,9/2/2023,31.7,67,579,6.3,31,89.06,0.67
18,9/3/2023,31.7,64,740,6.1,32,89.06,0.64
18,9/4/2023,31.7,68,442,6.6,33,89.06,0.68
18,9/5/2023,32,60,730,6.5,34,89.6,0.6
18,9/6/2023,32.1,73,423,6.2,35,89.78,0.73
18,9/7/2023,31.5,75,493,6.2,36,88.7,0.75
18,9/8/2023,29.8,75,587,6.1,37,85.64,0.75
18,9/9/2023,20.1,77,404,6.4,38,68.18,0.77
18,9/10/2023,31.1,61,408,6.5,39,87.98,0.61
18,9/11/2023,31.2,70,555,6.3,40,88.16,0.7
18,9/12/2023,31.2,78,440,6.5,41,88.16,0.78
18,9/13/2023,30.4,59,501,6,42,86.72,0.59
18,9/14/2023,29.1,76,750,6.6,43,84.38,0.76
18,9/15/2023,30.6,51,491,6.5,44,87.08,0.51
18,9/16/2023,31.5,78,705,6.8,45,88.7,0.78
19,8/3/2023,33.4,51,492,6.3,1,92.12,0.51
19,8/4/2023,33.5,74,552,6.5,2,92.3,0.74
19,8/5/2023,33.4,72,646,6.1,3,92.12,0.72
19,8/6/2023,33.4,80,405,6.8,4,92.12,0.8
19,8/7/2023,33.4,65,661,6.3,5,92.12,0.65
19,8/8/2023,32.3,63,651,6.5,6,90.14,0.63
19,8/9/2023,32.3,72,747,6.1,7,90.14,0.72
19,8/10/2023,22.7,75,693,6.5,8,72.86,0.75
19,8/11/2023,31.9,59,486,6.7,9,89.42,0.59
19,8/12/2023,30.2,79,486,6.8,10,86.36,0.79
19,8/13/2023,30.1,59,655,6.6,11,86.18,0.59
19,8/14/2023,30.1,71,503,6.5,12,86.18,0.71
19,8/15/2023,30.1,71,763,6.3,13,86.18,0.71
19,8/16/2023,29.8,72,599,6.7,14,85.64,0.72
19,8/17/2023,29.6,75,587,6.1,15,85.28,0.75
19,8/18/2023,30.9,63,790,6.7,16,87.62,0.63
19,8/19/2023,30.8,73,415,6.5,17,87.44,0.73
19,8/20/2023,30.9,57,708,6.2,18,87.62,0.57
19,8/21/2023,30.2,64,539,6.3,19,86.36,0.64
19,8/22/2023,30.5,77,745,6.2,20,86.9,0.77
19,8/23/2023,30.8,69,515,6.2,21,87.44,0.69
19,8/24/2023,31.3,69,637,6.7,22,88.34,0.69
19,8/25/2023,31.4,67,455,6.7,23,88.52,0.67
19,8/26/2023,31.4,78,576,6.5,24,88.52,0.78
19,8/27/2023,30.1,68,606,6,25,86.18,0.68
19,8/28/2023,29.4,80,623,6.4,26,84.92,0.8
19,8/29/2023,28.7,76,498,6.2,27,83.66,0.76
19,8/30/2023,29.1,75,411,6.6,28,84.38,0.75
19,8/31/2023,29.2,72,789,6.1,29,84.56,0.72
19,9/1/2023,31.7,50,459,6.4,30,89.06,0.5
19,9/2/2023,31.7,60,401,6.5,31,89.06,0.6
19,9/3/2023,31.7,53,583,6.1,32,89.06,0.53
19,9/4/2023,31.7,76,434,6.8,33,89.06,0.76
19,9/5/2023,32,76,563,6.6,34,89.6,0.76
19,9/6/2023,32.1,52,497,6.1,35,89.78,0.52
19,9/7/2023,31.5,61,680,6.2,36,88.7,0.61
19,9/8/2023,29.8,53,553,6.6,37,85.64,0.53
19,9/9/2023,20.1,68,611,6.2,38,68.18,0.68
19,9/10/2023,31.1,64,588,6.2,39,87.98,0.64
19,9/11/2023,31.2,53,503,6.4,40,88.16,0.53
19,9/12/2023,31.2,67,449,6,41,88.16,0.67
19,9/13/2023,30.4,52,417,6.6,42,86.72,0.52
19,9/14/2023,29.1,51,437,6.1,43,84.38,0.51
19,9/15/2023,30.6,73,536,6.5,44,87.08,0.73
19,9/16/2023,31.5,70,571,6.3,45,88.7,0.7
20,8/3/2023,33.4,56,708,6.1,1,92.12,0.56
20,8/4/2023,33.5,73,597,6.7,2,92.3,0.73
20,8/5/2023,33.4,60,483,6.7,3,92.12,0.6
20,8/6/2023,33.4,66,729,6.7,4,92.12,0.66
20,8/7/2023,33.4,72,430,6,5,92.12,0.72
20,8/8/2023,32.3,76,529,6.2,6,90.14,0.76
20,8/9/2023,32.3,69,767,6.3,7,90.14,0.69
20,8/10/2023,22.7,57,648,6.4,8,72.86,0.57
20,8/11/2023,31.9,50,592,6.6,9,89.42,0.5
20,8/12/2023,30.2,60,702,6.7,10,86.36,0.6
20,8/13/2023,30.1,72,747,6.5,11,86.18,0.72
20,8/14/2023,30.1,75,611,6.4,12,86.18,0.75
20,8/15/2023,30.1,72,562,6,13,86.18,0.72
20,8/16/2023,29.8,54,693,6,14,85.64,0.54
20,8/17/2023,29.6,79,626,6.2,15,85.28,0.79
20,8/18/2023,30.9,61,717,6.4,16,87.62,0.61
20,8/19/2023,30.8,66,722,6.1,17,87.44,0.66
20,8/20/2023,30.9,57,621,6.7,18,87.62,0.57
20,8/21/2023,30.2,61,458,6.7,19,86.36,0.61
20,8/22/2023,30.5,69,596,6,20,86.9,0.69
20,8/23/2023,30.8,66,770,6.1,21,87.44,0.66
20,8/24/2023,31.3,77,405,6.4,22,88.34,0.77
20,8/25/2023,31.4,76,796,6.8,23,88.52,0.76
20,8/26/2023,31.4,77,575,6.1,24,88.52,0.77
20,8/27/2023,30.1,74,415,6.6,25,86.18,0.74
20,8/28/2023,29.4,60,453,6.3,26,84.92,0.6
20,8/29/2023,28.7,53,727,6.4,27,83.66,0.53
20,8/30/2023,29.1,50,494,6.2,28,84.38,0.5
20,8/31/2023,29.2,52,612,6.8,29,84.56,0.52
20,9/1/2023,31.7,75,502,6.5,30,89.06,0.75
20,9/2/2023,31.7,68,742,6.5,31,89.06,0.68
20,9/3/2023,31.7,54,748,6.4,32,89.06,0.54
20,9/4/2023,31.7,68,611,6.2,33,89.06,0.68
20,9/5/2023,32,71,486,6.7,34,89.6,0.71
20,9/6/2023,32.1,68,607,6.2,35,89.78,0.68
20,9/7/2023,31.5,71,513,6.4,36,88.7,0.71
